COUNTY,AQI,YEARS,CURRENT PREVALENCE,95% CONFIDENCE INTERVAL,FIPS,AREA_SQMI,E_TOTPOP,E_HU,E_HH,E_POV,E_UNEMP,E_PCI,E_NOHSDP,E_AGE65,E_AGE17,E_DISABL,E_SNGPNT,E_MINRTY,E_LIMENG,E_MUNIT,E_MOBILE,E_CROWD,E_NOVEH,E_GROUPQ,EP_POV,EP_UNEMP,EP_PCI,EP_NOHSDP,EP_AGE65,EP_AGE17,EP_DISABL,EP_SNGPNT,EP_MINRTY,EP_LIMENG,EP_MUNIT,EP_MOBILE,EP_CROWD,EP_NOVEH,EP_GROUPQ,EPL_POV,EPL_UNEMP,EPL_PCI,EPL_NOHSDP,SPL_THEME1,RPL_THEME1,EPL_AGE65,EPL_AGE17,EPL_DISABL,EPL_SNGPNT,SPL_THEME2,RPL_THEME2,EPL_MINRTY,EPL_LIMENG,SPL_THEME3,RPL_THEME3,EPL_MUNIT,EPL_MOBILE,EPL_CROWD,EPL_NOVEH,EPL_GROUPQ,SPL_THEME4,RPL_THEME4,SPL_THEMES,RPL_THEMES,E_UNINSUR,EP_UNINSUR,E_DAYPOP,n,GIS_ACRES,Year
San Bernardino,107.69125683060112,2020,6.7,(5.1-8.3),06071,20068.00238544374,2162532,721376,640090,NA,72961,NA,264035,250032,570845,241186,52980,1566270,153812,71427,40936,56289,30615,51927,NA,7.3,NA,19.3,11.6,26.4,11.4,8.3,72.4,7.7,9.9,5.7,8.8,4.8,2.4,NA,0.614,NA,0.7193,3.6841,0.8421,0.0702,0.7895,0.2807,0.8596,2.6316,0.614,0.9474,0.6316,0.9474,0.9474,0.7193,0.4386,0.8421,0.3333,0.5439,2.8772,0.6842,10.1403,0.8421,175185,8.3,2071938,25,115767.45933000001,2020
San Diego,78.15300546448086,2020,7.2,(6.2-8.3),06073,4210.231983638214,3323970,1215528,1130703,NA,104435,NA,270769,467737,718250,322003,63612,1831805,200324,264838,41738,77186,61132,91323,NA,6.2,NA,12,14.1,21.6,10,5.6,55.1,6.4,21.8,3.4,6.8,5.4,2.7,NA,0.4737,NA,0.4737,2.5615,0.5088,0.2982,0.4737,0.1228,0.4561,1.8947,0.1754,0.5614,0.5439,0.5614,0.5614,0.9123,0.2281,0.6491,0.5614,0.6316,2.9825,0.7544,8.0001,0.5263,244072,7.6,3453356,8,20715.866699999995,2020
San Joaquin,62.467213114754124,2020,9.2,(6.3-12.2),06077,1392.369720467204,751615,245192,231092,NA,24994,NA,94567,95949,203670,91706,17654,520758,60993,20995,8074,18233,12841,17700,NA,7.2,NA,19.9,12.8,27.1,12.4,7.6,69.3,8.7,8.6,3.3,7.9,5.6,2.4,NA,0.5965,NA,0.7544,3.1053,0.6667,0.1579,0.8246,0.4737,0.7895,2.9124,0.7368,0.8421,0.6667,0.8421,0.8421,0.614,0.2105,0.7544,0.5789,0.5439,2.7017,0.5965,9.5615,0.7895,46860,6.3,737899,2,396912.6926,2020
San Luis Obispo,60.31693989071043,2020,5.7,(3.3-8.0),06079,3300.852728780864,282517,122256,106244,NA,6154,NA,15482,56700,49949,32401,4063,89558,7485,7043,9146,3281,3968,16332,NA,4.5,NA,8.2,20.1,17.7,11.7,3.8,31.7,2.8,5.8,7.5,3.1,3.7,5.8,NA,0.1228,NA,0.1404,1.421,0.2632,0.7018,0.1754,0.3509,0.1228,1.6667,0.0526,0.2982,0.3158,0.2982,0.2982,0.4386,0.614,0.193,0.1053,0.8947,2.2456,0.3333,5.6315,0.1228,16434,6,279704,58,9940.760789999998,2020
San Mateo,44.934426229508176,2020,11,(8.0-14.0),06081,448.620421943672,765623,278756,263351,NA,17209,NA,52921,123817,156769,62417,10521,470451,49933,57449,2997,19984,13775,9952,NA,4,NA,9.6,16.2,20.5,8.2,4,61.4,6.9,20.6,1.1,7.6,5.2,1.3,NA,0.0351,NA,0.2632,0.4211,0.0351,0.5263,0.3333,0.0351,0.1404,1.614,0.0351,0.7018,0.5789,0.7018,0.7018,0.8947,0.0175,0.7193,0.4386,0.193,2.2631,0.3509,5,0.0702,29312,3.8,742631,2,86560.28967,2020
Santa Barbara,51.72404371584697,2020,4.3,(2.1-6.5),06083,2733.934359458086,444895,159317,148309,NA,12848,NA,50146,68020,99039,44270,8099,249566,44724,22417,6841,15334,8647,20618,NA,5.7,NA,18.2,15.3,22.3,10.1,5.5,56.1,10.7,14.1,4.3,10.3,5.8,4.6,NA,0.3684,NA,0.7018,3.0702,0.614,0.4035,0.6316,0.1404,0.4386,2.4562,0.5439,0.5965,0.8421,0.5965,0.5965,0.8421,0.3158,0.9474,0.6491,0.807,3.5614,0.9825,9.6843,0.807,43302,9.9,471508,16,2466.5727300000003,2020
Santa Clara,55.967213114754124,2020,7.5,(6.0-9.1),06085,1291.083666591338,1924379,668896,635314,NA,44527,NA,150958,259988,421988,155216,27421,1334735,158711,150848,19220,51362,33974,36212,NA,4.2,NA,11.3,13.5,21.9,8.1,4.3,69.4,8.8,22.6,2.9,8.1,5.3,1.9,NA,0.0702,NA,0.386,0.6492,0.0526,0.2105,0.5614,0.0175,0.2105,1.7017,0.0877,0.8596,0.7018,0.8596,0.8596,0.9474,0.193,0.7895,0.4912,0.4211,2.8422,0.6491,6.0527,0.2105,81041,4.2,2084727,3,402679.711,2020
Santa Cruz,49.85792349726778,2020,7.4,(4.1-10.8),06087,445.107491429568,273170,105819,96275,NA,8880,NA,21131,44913,52286,31219,4607,117761,17443,9199,6591,6591,4982,13138,NA,6.1,NA,11.7,16.4,19.1,11.5,4.8,43.1,6.7,8.7,6.2,6.8,5.2,4.8,NA,0.4386,NA,0.4386,1.7545,0.2807,0.5439,0.193,0.3158,0.2807,1.8948,0.193,0.4386,0.5614,0.4386,0.4386,0.6491,0.4912,0.6491,0.4386,0.8246,3.0526,0.8246,7.1405,0.4035,14114,5.2,259994,2,86573.7083,2020
Shasta,46.84699453551913,2020,14.4,(8.5-20.3),06089,3775.518320596752,179267,78488,70845,NA,4646,NA,11252,36923,38668,32094,4209,37682,1747,3604,9310,2181,4496,3241,NA,5.9,NA,8.9,20.6,21.6,18.1,5.9,21,1,4.6,11.9,3.1,6.3,1.8,NA,0.4035,NA,0.1754,2.4035,0.4561,0.7193,0.4737,0.8772,0.5439,2.7018,0.6667,0.1053,0.0877,0.1053,0.1053,0.3509,0.8246,0.193,0.7018,0.386,2.4563,0.4737,7.6669,0.4737,10935,6.2,180554,17,1090037.3313999998,2020
Siskiyou,48.67759562841529,2020,8,(5.5-10.6),06093,6278.764944355562,43516,24177,19195,NA,1325,NA,3212,10983,8800,8088,765,10638,603,748,2842,641,1184,566,NA,7.4,NA,10.1,25.2,20.2,18.6,4,24.4,1.5,3.1,11.8,3.3,6.2,1.3,NA,0.6667,NA,0.2807,2.772,0.5263,0.8246,0.3158,0.9123,0.1404,2.351,0.4211,0.193,0.1579,0.193,0.193,0.2105,0.807,0.2456,0.6842,0.193,2.1403,0.2456,7.4563,0.4561,2786,6.4,40873,22,394209.5678,2020
Solano,53.819672131147534,2020,14.8,(9.2-20.4),06095,821.828795461666,444538,159055,151191,NA,13075,NA,34830,69968,98625,52311,10454,279212,19940,15035,4495,8402,7147,10780,NA,5.9,NA,11.3,15.7,22.2,12.1,6.9,62.8,4.8,9.5,2.8,5.6,4.7,2.4,NA,0.4035,NA,0.386,1.4035,0.2456,0.4737,0.5965,0.4386,0.7193,2.6842,0.6316,0.7193,0.4561,0.7193,0.7193,0.6667,0.1754,0.5263,0.3158,0.5439,2.2281,0.3158,7.0351,0.386,21737,5,394376,7,307287.192,2020
Sonoma,41.357923497267755,2020,11.9,(8.3-15.4),06097,1575.629111584782,496801,206498,188958,NA,12297,NA,39039,97461,97601,57586,9477,186194,25700,20060,9482,9501,9120,8440,NA,4.6,NA,10.9,19.6,19.6,11.7,5,37.5,5.4,9.7,4.6,5,4.8,1.7,NA,0.1754,NA,0.3509,1.3684,0.2105,0.6491,0.2281,0.3509,0.3333,2.0351,0.2632,0.386,0.4737,0.386,0.386,0.6842,0.3684,0.4561,0.3333,0.3509,2.1929,0.2807,5.9824,0.193,29765,6,466258,21,125331.14032,2020
Stanislaus,66.29234972677591,2020,10.9,(7.8-14.1),06099,1496.016791547988,546235,182239,174826,NA,22357,NA,70126,71230,148177,70846,13203,323273,45979,13192,8157,12438,9973,5187,NA,8.8,NA,20.2,13,27.1,13,7.6,59.2,9.1,7.2,4.5,7.1,5.7,0.9,NA,0.807,NA,0.7719,3.3332,0.7368,0.193,0.8246,0.5088,0.7895,3.0527,0.8246,0.6491,0.7368,0.6491,0.6491,0.5263,0.3509,0.6842,0.6316,0.0175,2.2105,0.2982,9.2455,0.7193,30491,5.6,530164,1,396824,2020
Tehama,56.83879781420762,2020,11.5,(7.8-15.2),06103,2949.13562463268,64176,27618,24661,NA,2427,NA,6241,12707,15329,12118,1557,20903,1884,556,5337,1028,1794,836,NA,8.9,NA,14.1,19.8,23.9,19,6.3,32.6,3.1,2,19.3,4.2,7.3,1.3,NA,0.8246,NA,0.5789,3.421,0.7895,0.6842,0.7018,0.9298,0.614,3.2807,0.8596,0.3158,0.3509,0.3158,0.3158,0.0877,0.9298,0.3684,0.8947,0.193,2.4736,0.4912,9.4911,0.7544,3624,5.7,58822,9,1089903.8296,2020
Trinity,42.82798833819241,2020,8,(5.5-10.6),06105,3179.26621591816,12541,8895,5896,NA,417,NA,677,3507,2161,2180,525,2468,89,76,1772,263,403,282,NA,9,NA,7,28,17.2,17.7,8.9,19.7,0.7,0.9,19.9,4.5,6.8,2.2,NA,0.8596,NA,0.1053,3.4035,0.7719,0.9298,0.1579,0.8246,0.9123,2.8597,0.7193,0.0526,0.0351,0.0526,0.0526,0,0.9649,0.4035,0.7895,0.4912,2.6491,0.5789,8.9649,0.614,1280,10.4,9904,7,1177309.4989,2020
Tulare,89.29234972677592,2020,15.5,(12.3-18.6),06107,4823.89694179721,463955,150079,139044,NA,20214,NA,76949,52826,142777,53760,13115,335204,57319,8159,9096,14201,7394,5595,NA,9.9,NA,28.1,11.4,30.8,11.7,9.4,72.2,13.4,5.4,6.1,10.2,5.3,1.2,NA,0.9298,NA,0.9649,4.5438,1,0.0526,1,0.3509,0.9649,3.2982,0.8947,0.9298,0.9298,0.9298,0.9298,0.4035,0.4561,0.9298,0.4912,0.1754,2.456,0.4561,11.2278,0.9298,35869,7.8,466703,8,182648.90569999997,2020
Tuolumne,44.3739376770538,2020,6.9,(4.1-9.7),06109,2220.910147072174,54147,31572,22937,NA,1646,NA,3729,14109,8986,10250,931,11008,262,757,2789,561,1400,3422,NA,7.3,NA,9,26.1,16.6,20,4.1,20.3,0.5,2.4,8.8,2.4,6.1,6.3,NA,0.614,NA,0.193,2.2281,0.4386,0.8421,0.0877,0.9649,0.193,2.1052,0.2982,0.0877,0.0175,0.0877,0.0877,0.1228,0.7018,0.1053,0.6667,0.9123,2.5089,0.5439,6.9299,0.3333,3137,6.1,52976,6,12093.387400000003,2020
Ventura,56.898907103825096,2020,7,(5.1-8.8),06111,1840.788448131504,845599,289425,271639,NA,22114,NA,82261,131672,193847,92514,13366,465628,71885,31444,11241,16793,11671,13099,NA,5.1,NA,14.4,15.6,22.9,11,4.9,55.1,9,10.9,3.9,6.2,4.3,1.5,NA,0.2632,NA,0.5965,2.1755,0.4035,0.4561,0.6667,0.2456,0.3158,2.4035,0.4912,0.5614,0.7193,0.5614,0.5614,0.7544,0.2807,0.5965,0.1754,0.2807,2.0877,0.2281,7.2281,0.4386,70449,8.4,800107,9,3387.6995500000007,2020
Yolo,54.6994535519126,2020,15.5,(8.3-22.6),06113,1014.732376312638,218774,78565,74614,NA,5953,NA,16124,27314,45977,22154,4260,118516,12433,12667,2908,4336,5934,8103,NA,5.6,NA,12.5,12.5,21,10.2,5.7,54.2,6,16.1,3.7,5.8,8,3.7,NA,0.3333,NA,0.5088,2.1403,0.3684,0.1228,0.4211,0.193,0.4912,1.7193,0.1053,0.5263,0.4912,0.5263,0.5263,0.8596,0.2456,0.5439,0.9298,0.7719,3.3508,0.9123,7.7367,0.4912,9433,4.3,234275,8,305496.30512,2020
Alameda,49.945205479452056,2022,9.6,(7.7-11.5),06001,737.458876773714,1663823,622856,585818,NA,45290,NA,128786,243239,332827,157897,27231,1176371,115693,142912,7216,43569,54476,34674,NA,4.9,NA,10.8,14.6,20,9.5,4.6,70.7,7.4,23,1.2,7.4,9.3,2.1,NA,0.1053,NA,0.3684,0.8071,0.0877,0.2807,0.3333,0.0877,0.3333,1.6315,0.0702,0.8421,0.5965,0.8421,0.8421,0.9474,0.0351,0.7193,0.9825,0.4912,3.1755,0.8596,6.4562,0.2807,66485,4,1716655,9,1095.6485,2022
Amador,36.96703296703294,2022,13.9,(9.8-18.1),06005,594.584366047242,40577,18813,15745,NA,1016,NA,3032,10925,6244,6812,408,10184,411,696,1305,433,845,3050,NA,6,NA,9.5,26.9,15.4,18.1,2.5,25.1,1.1,3.7,6.9,2.7,5.4,7.5,NA,0.386,NA,0.2982,1.5614,0.2632,0.8596,0.0351,0.8421,0.0175,1.8596,0.1754,0.1754,0.1053,0.1754,0.1754,0.2456,0.614,0.1754,0.5439,0.9298,2.5087,0.5088,6.1051,0.2281,1817,4.8,39375,2,4482.969,2022
Butte,52.89589041095889,2022,10.4,(7.3-13.6),06007,1636.488965591808,213605,93069,83319,NA,7344,NA,13468,38852,43011,34705,4138,66604,5128,8319,10285,3146,5063,6182,NA,7.1,NA,9.7,18.2,20.1,16.4,5,31.2,2.5,8.9,11.1,3.8,6.1,2.9,NA,0.5789,NA,0.3158,3.035,0.6491,0.5789,0.3684,0.7368,0.4386,2.4034,0.4561,0.2632,0.2807,0.2632,0.2632,0.614,0.807,0.2807,0.7193,0.6316,3.0526,0.807,8.7542,0.5965,13966,6.6,210449,18,819.3761099999999,2022
Calaveras,42.07967032967033,2022,13.9,(9.8-18.1),06009,1020.01868837072,45674,27521,17198,NA,1150,NA,2637,13155,7690,9660,546,9927,254,388,1799,342,355,502,NA,6.2,NA,7.4,28.8,16.8,21.3,3.2,21.7,0.6,1.4,6.5,2,2.1,1.1,NA,0.4211,NA,0.1579,2.1229,0.4035,0.9298,0.0702,0.9825,0.0702,2.0527,0.2807,0.0877,0,0.0877,0.0877,0.0351,0.5439,0.0175,0,0.0877,0.6842,0,4.9475,0.0702,2650,5.8,36233,1,4466.22,2022
Contra Costa,50.89041095890411,2022,11.1,(8.6-13.6),06013,716.89599082121,1162648,424057,408537,NA,35616,NA,83135,190307,258051,130100,23208,690897,65143,55461,6325,22857,20801,11454,NA,5.8,NA,10.3,16.4,22.2,11.2,5.7,59.4,5.9,13.1,1.5,5.6,5.1,1,NA,0.3158,NA,0.3333,0.9825,0.1053,0.4737,0.6316,0.2281,0.5614,2.386,0.4211,0.6316,0.4912,0.6316,0.6316,0.7895,0.0702,0.5088,0.4386,0.0351,1.8422,0.1404,5.8423,0.1754,53839,4.7,994505,9,461.6944,2022
Del Norte,29.89825581395349,2022,9,(3.4-14.6),06015,1006.20105339317,27462,11103,9530,NA,662,NA,3305,5261,5798,4860,425,10786,425,527,2243,282,698,2328,NA,6.3,NA,16.8,19.2,21.1,19.3,4.5,39.3,1.6,4.7,20.2,3,7.3,8.5,NA,0.4737,NA,0.6667,2.5439,0.5263,0.614,0.4386,0.9474,0.2807,2.4561,0.4737,0.4035,0.1754,0.4035,0.4035,0.3684,0.9649,0.2105,0.8947,0.9474,3.3859,0.9298,8.7894,0.614,1537,6.1,27228,1,26.3181,2022
El Dorado,48.69589041095888,2022,10,(6.5-13.6),06017,1707.840348009224,191713,93679,75190,NA,4244,NA,7420,42605,37685,23444,2978,46882,2279,4157,5166,1719,2881,1901,NA,4.6,NA,5.3,22.2,19.7,12.3,3.9,24.5,1.2,4.4,5.5,2.3,3.8,1,NA,0.0877,NA,0.0526,0.5789,0.0702,0.7368,0.2982,0.4211,0.1579,1.7368,0.1053,0.1579,0.1228,0.1579,0.1579,0.2807,0.4561,0.1228,0.1053,0.0351,1,0.0175,3.4736,0.0175,7976,4.2,162103,3,76813.2876,2022
Fresno,75.96164383561643,2022,13.8,(11.3-16.3),06019,5958.379845305886,1008280,339270,318322,NA,39943,NA,135775,125708,282976,128292,27809,732515,95429,32723,13467,33593,23481,18690,NA,8.6,NA,21.7,12.5,28.1,12.9,8.7,72.6,10.2,9.7,4,10.5,7.4,1.9,NA,0.8596,NA,0.8421,4.1754,0.9123,0.0877,0.9298,0.5439,0.9298,3.3158,0.8947,0.9123,0.8246,0.9123,0.9123,0.6316,0.2807,0.9474,0.9123,0.3509,3.1229,0.8421,11.5264,0.9474,71873,7.2,1045165,9,510.86899999999997,2022
Glenn,43.99166666666666,2022,11.4,(7.5-15.3),06021,1313.966997764498,28657,10914,9742,NA,1040,NA,4100,4835,7580,3599,427,14434,2129,1070,1471,401,347,250,NA,7.7,NA,22.2,16.9,26.5,12.7,4.4,50.4,8,9.8,13.5,4.1,3.6,0.9,NA,0.7544,NA,0.8596,3.7369,0.8596,0.5263,0.807,0.4912,0.2281,2.7193,0.6842,0.5088,0.6667,0.5088,0.5088,0.6491,0.8947,0.3158,0.0877,0.0175,1.9648,0.193,8.9298,0.6667,3104,10.9,25914,2,330.57189999999997,2022
Humboldt,26.920547945205474,2022,12.8,(6.7-18.9),06023,3568.02310732444,136132,62306,54495,NA,6162,NA,8177,25688,25608,24235,3387,38716,2232,2820,4814,2264,3794,4137,NA,9.2,NA,8.7,18.9,18.8,17.9,6.2,28.4,1.7,4.5,7.7,4.1,7,3,NA,0.9123,NA,0.2456,3.3684,0.7544,0.5965,0.2105,0.7895,0.6667,2.4562,0.5088,0.2105,0.193,0.2105,0.2105,0.3158,0.6842,0.3158,0.8596,0.6491,2.8245,0.6316,8.8596,0.6491,8305,6.1,133463,7,41702.59099999999,2022
Imperial,76.95342465753424,2022,11,(7.1-14.9),06025,4175.536860234826,179578,56907,47024,NA,9205,NA,31660,23671,51049,24352,4607,162397,32857,4257,5612,4411,2955,8171,NA,13.2,NA,28.7,13.2,28.4,14.2,9.8,90.4,19.8,7.5,9.9,9.4,6.3,4.6,NA,1,NA,1,4.5439,1,0.1579,0.9474,0.6667,1,3.772,1,1,1,1,1,0.5088,0.7544,0.8772,0.7895,0.807,3.7369,0.9825,13.0528,1,11731,6.8,191441,1,25.0047,2022
Inyo,75.6849315068493,2022,13.9,(9.8-18.1),06027,10197.256158329406,18829,9471,7849,NA,426,NA,962,4487,3838,3075,322,7616,167,199,2189,159,405,800,NA,4.9,NA,6.9,23.8,20.4,16.7,4.1,40.4,0.9,2.1,23.1,2.1,5.2,4.2,NA,0.1053,NA,0.1404,1.544,0.2456,0.807,0.4035,0.7544,0.193,2.2281,0.3509,0.4211,0.0702,0.4211,0.4211,0.0526,1,0.0526,0.4737,0.7719,2.3508,0.3684,6.544,0.2982,1238,6.7,18459,3,4201.3695,2022
Kern,87.63287671232881,2022,7.9,(5.1-10.8),06029,8134.669306636574,906883,301687,277499,NA,32872,NA,129756,102703,261013,100653,25534,621664,83768,18921,22460,26670,17883,27027,NA,8.4,NA,23.4,11.3,28.8,11.4,9.2,68.5,10,6.3,7.4,9.6,6.4,3,NA,0.8421,NA,0.8772,4.3859,0.9474,0.0175,0.9649,0.2807,0.9649,3.035,0.807,0.7895,0.807,0.7895,0.7895,0.4386,0.6491,0.8947,0.8246,0.6491,3.4561,0.9649,11.6665,0.9649,68569,7.8,927620,41,4534.617410000002,2022
Los Angeles,85.60273972602735,2022,8.1,(7.4-8.7),06037,4060.244062868932,9936690,3599561,3363093,NA,365544,NA,1364653,1415856,2093072,1045189,199951,7431513,1173967,995678,56730,372330,291082,201521,NA,7,NA,19.7,14.2,21.1,10.6,5.9,74.8,12.5,27.7,1.6,11,8.7,2,NA,0.5614,NA,0.7719,3.7017,0.8246,0.2281,0.4386,0.1579,0.614,2.3509,0.386,0.9649,0.9123,0.9649,0.9649,0.9825,0.0877,0.9825,0.9649,0.4035,3.4211,0.9474,10.4386,0.8596,888735,9,9925418,20,5801.644599999999,2022
Madera,59.068493150684915,2022,10.6,(6.7-14.4),06039,2136.916867024202,157243,49880,43857,NA,7492,NA,27680,22292,42872,20990,3393,107326,18159,2302,3218,4785,1881,6749,NA,11.1,NA,27.9,14.2,27.3,13.9,7.7,68.3,12.4,4.6,6.5,10.9,4.3,4.3,NA,0.9825,NA,0.9649,4.193,0.9298,0.2281,0.9123,0.6491,0.8421,3.5263,0.9649,0.7719,0.8947,0.7719,0.7719,0.3333,0.5439,0.9649,0.2105,0.7895,2.8421,0.6491,11.3333,0.9298,11459,7.6,154468,3,14136.971000000001,2022
Marin,39.47945205479451,2022,7.4,(4.8-10),06041,520.42308346750394,260485,111681,103709,NA,7887,NA,12608,60391,50946,24600,4571,80145,10628,14459,1353,4372,4775,6798,NA,5.8,NA,6.6,23.2,19.6,9.6,4.4,30.8,4.3,13,1.2,4.2,4.6,2.6,NA,0.3158,NA,0.1053,0.5439,0.0526,0.7544,0.2807,0.1053,0.2281,1.772,0.1228,0.2281,0.4035,0.2281,0.2281,0.7719,0.0351,0.3684,0.2807,0.5789,2.035,0.2105,4.579,0.0526,9485,3.7,250460,1,106.161,2022
Mariposa,60.47397260273977,2022,13.9,(9.8-18.1),06043,1448.83886886247,17130,9824,7597,NA,482,NA,1089,5027,2927,3216,469,3897,396,318,1648,290,393,1752,NA,6.2,NA,8.1,29.3,17.1,18.9,6.2,22.7,2.4,3.3,16.8,3.8,5.2,10.2,NA,0.4211,NA,0.2105,2.4036,0.4737,0.9474,0.1228,0.9298,0.6667,2.9299,0.7544,0.1228,0.2632,0.1228,0.1228,0.1754,0.9474,0.2807,0.4737,0.9825,2.8597,0.6667,8.316,0.5439,1228,7.2,15272,5,32696.8657,2022
Mendocino,53.547945205479465,2022,13.9,(9-18.8),06045,3506.804948344802,91145,41380,34557,NA,3811,NA,8620,21197,19250,16931,2418,33894,3818,1847,4113,1708,2771,2437,NA,9.1,NA,13.2,23.3,21.1,18.7,7,37.2,4.4,4.4,9.9,4.9,8,2.7,NA,0.8947,NA,0.5614,3.9824,0.8772,0.7895,0.4386,0.8947,0.7544,3.2983,0.8772,0.3684,0.4211,0.3684,0.3684,0.2807,0.7544,0.4386,0.9474,0.5965,3.0176,0.7719,10.6667,0.8772,8317,9.2,88389,5,233.4987,2022
Merced,59.25753424657534,2022,9.2,(6.3-12.2),06047,1938.003132479464,282290,87895,82760,NA,13272,NA,48122,32222,82317,35696,7948,211136,35832,4109,5939,7161,5918,5553,NA,10.7,NA,28.6,11.4,29.2,12.8,9.6,74.8,13.7,4.6,6.8,8.6,7.2,2,NA,0.9649,NA,0.9825,4.4386,0.9825,0.0351,0.9825,0.5263,0.9825,3.4738,0.9474,0.9649,0.9474,0.9649,0.9649,0.3333,0.5965,0.8246,0.8772,0.4035,3.0351,0.7895,11.9124,0.9825,25206,9,274994,3,396.8195,2022
Monterey,40.4027397260274,2022,6.6,(2.3-11),06053,3281.716303231094,437609,143743,130973,NA,10504,NA,74511,62381,113042,38882,7286,312471,69012,16268,6317,18443,6253,17876,NA,5.3,NA,26.6,14.3,25.8,9.2,5.6,71.4,16.9,11.3,4.4,14,4.8,4.1,NA,0.2105,NA,0.9298,2.9999,0.6316,0.2632,0.7719,0.0702,0.5263,2.6141,0.614,0.8947,0.9825,0.8947,0.8947,0.7544,0.3509,1,0.3684,0.7544,3.2281,0.8772,9.7368,0.807,42022,9.9,449528,5,957.92813,2022
Nevada,59.112328767123316,2022,9.2,(5.8-12.6),06057,957.7597177046,102322,53690,41415,NA,2090,NA,3889,29045,17355,13871,1327,17324,1155,2106,2712,572,1687,1471,NA,4.4,NA,4.9,28.4,17,13.7,3.2,16.9,1.2,4,5.1,1.4,4.1,1.4,NA,0.0351,NA,0.0175,1.3508,0.1754,0.9123,0.0877,0.614,0.0702,1.807,0.1404,0.0175,0.1228,0.0175,0.0175,0.2632,0.4386,0,0.1754,0.1754,1.0526,0.0702,4.2279,0.0351,5713,5.6,95099,8,1098.04106,2022
Orange,54.54246575342465,2022,6.7,(5.5-7.9),06059,792.857361234164,3175227,1130658,1066286,NA,90700,NA,289458,488359,680041,288217,52544,1954051,265062,225367,29954,93131,49514,50842,NA,5.4,NA,13.2,15.4,21.4,9.1,4.9,61.5,8.8,20,2.6,8.8,4.6,1.6,NA,0.2632,NA,0.5614,1.9649,0.3509,0.386,0.5439,0.0526,0.4035,2.0878,0.2982,0.6491,0.7018,0.6491,0.6491,0.8772,0.1404,0.8421,0.2807,0.2281,2.3685,0.4211,7.0703,0.3684,217938,6.9,3474418,3,909.25,2022
Placer,63.08767123287669,2022,10.4,(8.2-12.7),06061,1407.085755339046,406608,173090,152537,NA,8466,NA,14496,81151,89190,45393,6836,126648,6748,13343,4792,3215,5740,5163,NA,4.3,NA,5.1,20,21.9,11.2,4.5,31.1,1.7,7.7,2.8,2.1,3.8,1.3,NA,0.0175,NA,0.0351,0.2631,0,0.6491,0.5789,0.2281,0.2807,1.9298,0.2281,0.2456,0.193,0.2456,0.2456,0.5263,0.1754,0.0526,0.1053,0.1404,1,0.0175,3.4385,0,13509,3.3,421650,13,77248.85511999998,2022
Riverside,103.66849315068501,2022,8.3,(7-9.6),06065,7209.23715958189,2429487,851646,749976,NA,77625,NA,269031,359162,597531,279746,46621,1641404,170207,66012,73733,55498,30337,38475,NA,6.7,NA,16.9,14.8,24.6,11.6,6.3,67.6,7.5,7.7,8.7,7.4,4,1.6,NA,0.5439,NA,0.6842,2.9824,0.614,0.3333,0.7193,0.3158,0.7018,2.6842,0.6667,0.7544,0.614,0.7544,0.7544,0.5263,0.7368,0.7193,0.1579,0.2281,2.3684,0.4035,8.7894,0.614,193874,8.1,2201000,5,34519.52032,2022
Sacramento,59.8958904109589,2022,12.2,(10.1-14.4),06067,965.279327514816,1579211,588894,563856,NA,50165,NA,125208,230399,365288,192518,38583,912521,92721,77566,13540,32335,34973,25735,NA,6.3,NA,11.6,14.6,23.1,12.3,6.9,57.8,6.3,13.2,2.3,5.7,6.2,1.6,NA,0.4737,NA,0.4737,2.2807,0.4211,0.2807,0.6842,0.4211,0.7368,2.6491,0.6491,0.614,0.5263,0.614,0.614,0.807,0.1228,0.5263,0.7544,0.2281,2.4386,0.4737,7.9824,0.5263,80933,5.2,1630416,3,123.12549999999999,2022
San Benito,43.68493150684932,2022,7.1,(4.2-10.1),06069,1388.65101110067,64753,20485,19852,NA,2127,NA,6899,8524,16474,6899,1324,44677,5503,490,740,1381,631,358,NA,6.2,NA,16.3,13.2,25.4,10.7,6.6,69,9.1,2.4,3.6,7,3.2,0.6,NA,0.4211,NA,0.6491,1.7369,0.3158,0.1579,0.7368,0.1754,0.7193,2.5262,0.5614,0.807,0.7368,0.807,0.807,0.1053,0.2456,0.6842,0.0526,0,1.0877,0.0877,6.1578,0.2632,4024,6.2,50218,4,251.95739999999998,2022
San Bernardino,96.02739726027393,2022,9.9,(8.4-11.3),06071,20068.157665243383,2180563,733104,659928,NA,73890,NA,258388,259927,564737,243952,50580,1616784,153635,76647,41493,59941,29933,42848,NA,7.2,NA,18.6,11.9,25.9,11.4,7.7,74.1,7.5,10.5,5.7,9.1,4.5,2,NA,0.5965,NA,0.7368,3.5438,0.807,0.0702,0.7895,0.2807,0.8421,2.5965,0.5965,0.9474,0.614,0.9474,0.9474,0.7193,0.4737,0.8596,0.2456,0.4035,2.7017,0.5965,9.7894,0.8246,183955,8.6,2126853,9,2637.3056000000006,2022
